"Town","FIPS","Year","Gender","Engagement","Measure Type","Variable","Value"
"Branford","0900907310","2006-2010","Total","Disengaged","Number","Margins of Error",278.32
"Branford","0900907310","2006-2010","Total","Disengaged","Percent","Disengaged Youth",4.34
"Branford","0900907310","2006-2010","Total","Disengaged","Percent","Margins of Error",0.21
"Branford","0900907310","2006-2010","Female","Total","Number","Disengaged Youth",732
"Branford","0900907310","2006-2010","Female","Total","Number","Margins of Error",166
"Branford","0900907310","2006-2010","Female","Engaged","Number","Disengaged Youth",717
"Branford","0900907310","2006-2010","Female","Engaged","Number","Margins of Error",238.38
"Branford","0900907310","2006-2010","Female","Engaged","Percent","Disengaged Youth",97.95
"Branford","0900907310","2006-2010","Female","Engaged","Percent","Margins of Error",0.39
"Branford","0900907310","2006-2010","Female","Disengaged","Number","Disengaged Youth",15
"Branford","0900907310","2006-2010","Female","Disengaged","Number","Margins of Error",214.39
"Branford","0900907310","2006-2010","Female","Disengaged","Percent","Disengaged Youth",2.05
"Branford","0900907310","2006-2010","Female","Disengaged","Percent","Margins of Error",0.29
"Branford","0900907310","2006-2010","Male","Total","Number","Disengaged Youth",580
"Branford","0900907310","2006-2010","Male","Total","Number","Margins of Error",141
"Branford","0900907310","2006-2010","Male","Engaged","Number","Disengaged Youth",538
"Branford","0900907310","2006-2010","Male","Engaged","Number","Margins of Error",185.94
"Branford","0900907310","2006-2010","Male","Engaged","Percent","Disengaged Youth",92.76
"Branford","0900907310","2006-2010","Male","Engaged","Percent","Margins of Error",0.39
"Branford","0900907310","2006-2010","Male","Disengaged","Number","Disengaged Youth",42
"Branford","0900907310","2006-2010","Male","Disengaged","Number","Margins of Error",177.48
"Branford","0900907310","2006-2010","Male","Disengaged","Percent","Disengaged Youth",7.24
"Branford","0900907310","2006-2010","Male","Disengaged","Percent","Margins of Error",0.31
"Branford","0900907310","2007-2011","Total","Total","Number","Disengaged Youth",1169
"Branford","0900907310","2007-2011","Total","Total","Number","Margins of Error",237
"Branford","0900907310","2007-2011","Total","Engaged","Number","Disengaged Youth",1116
"Branford","0900907310","2007-2011","Total","Engaged","Number","Margins of Error",278.53
"Branford","0900907310","2007-2011","Total","Engaged","Percent","Disengaged Youth",95.47
"Branford","0900907310","2007-2011","Total","Engaged","Percent","Margins of Error",0.31
"Branford","0900907310","2007-2011","Total","Disengaged","Number","Disengaged Youth",53
"Branford","0900907310","2007-2011","Total","Disengaged","Number","Margins of Error",209.78
"Branford","0900907310","2007-2011","Total","Disengaged","Percent","Disengaged Youth",4.53
"Branford","0900907310","2007-2011","Total","Disengaged","Percent","Margins of Error",0.18
"Branford","0900907310","2007-2011","Female","Total","Number","Disengaged Youth",594
"Branford","0900907310","2007-2011","Female","Total","Number","Margins of Error",149
"Branford","0900907310","2007-2011","Female","Engaged","Number","Disengaged Youth",580
"Branford","0900907310","2007-2011","Female","Engaged","Number","Margins of Error",194.07
"Branford","0900907310","2007-2011","Female","Engaged","Percent","Disengaged Youth",97.64
"Branford","0900907310","2007-2011","Female","Engaged","Percent","Margins of Error",0.41
"Branford","0900907310","2007-2011","Female","Disengaged","Number","Disengaged Youth",14
"Branford","0900907310","2007-2011","Female","Disengaged","Number","Margins of Error",160.86
"Branford","0900907310","2007-2011","Female","Disengaged","Percent","Disengaged Youth",2.36
"Branford","0900907310","2007-2011","Female","Disengaged","Percent","Margins of Error",0.27
"Branford","0900907310","2007-2011","Male","Total","Number","Disengaged Youth",575
"Branford","0900907310","2007-2011","Male","Total","Number","Margins of Error",178
"Branford","0900907310","2007-2011","Male","Engaged","Number","Disengaged Youth",536
"Branford","0900907310","2007-2011","Male","Engaged","Number","Margins of Error",199.78
"Branford","0900907310","2007-2011","Male","Engaged","Percent","Disengaged Youth",93.22
"Branford","0900907310","2007-2011","Male","Engaged","Percent","Margins of Error",0.45
"Branford","0900907310","2007-2011","Male","Disengaged","Number","Disengaged Youth",39
"Branford","0900907310","2007-2011","Male","Disengaged","Number","Margins of Error",134.66
"Branford","0900907310","2007-2011","Male","Disengaged","Percent","Disengaged Youth",6.78
"Branford","0900907310","2007-2011","Male","Disengaged","Percent","Margins of Error",0.24
"Branford","0900907310","2008-2012","Total","Total","Number","Disengaged Youth",1034
"Branford","0900907310","2008-2012","Total","Total","Number","Margins of Error",234
"Branford","0900907310","2008-2012","Total","Engaged","Number","Disengaged Youth",997
"Branford","0900907310","2008-2012","Total","Engaged","Number","Margins of Error",204.61
"Branford","0900907310","2008-2012","Total","Engaged","Percent","Disengaged Youth",96.42
"Branford","0900907310","2008-2012","Total","Engaged","Percent","Margins of Error",0.29
"Branford","0900907310","2008-2012","Total","Disengaged","Number","Disengaged Youth",37
"Branford","0900907310","2008-2012","Total","Disengaged","Number","Margins of Error",66.75
"Branford","0900907310","2008-2012","Total","Disengaged","Percent","Disengaged Youth",3.58
"Branford","0900907310","2008-2012","Total","Disengaged","Percent","Margins of Error",0.07
"Branford","0900907310","2008-2012","Female","Total","Number","Disengaged Youth",512
"Branford","0900907310","2008-2012","Female","Total","Number","Margins of Error",149
"Branford","0900907310","2008-2012","Female","Engaged","Number","Disengaged Youth",512
"Branford","0900907310","2008-2012","Female","Engaged","Number","Margins of Error",152.51
"Branford","0900907310","2008-2012","Female","Engaged","Percent","Disengaged Youth",100
"Branford","0900907310","2008-2012","Female","Engaged","Percent","Margins of Error",0.42
"Branford","0900907310","2008-2012","Female","Disengaged","Number","Disengaged Youth",0
"Branford","0900907310","2008-2012","Female","Disengaged","Number","Margins of Error",46
"Branford","0900907310","2008-2012","Female","Disengaged","Percent","Disengaged Youth",0
"Branford","0900907310","2008-2012","Female","Disengaged","Percent","Margins of Error",0.09
"Branford","0900907310","2008-2012","Male","Total","Number","Disengaged Youth",522
"Branford","0900907310","2008-2012","Male","Total","Number","Margins of Error",136
"Branford","0900907310","2008-2012","Male","Engaged","Number","Disengaged Youth",485
"Branford","0900907310","2008-2012","Male","Engaged","Number","Margins of Error",136.4
"Branford","0900907310","2008-2012","Male","Engaged","Percent","Disengaged Youth",92.91
"Branford","0900907310","2008-2012","Male","Engaged","Percent","Margins of Error",0.36
"Branford","0900907310","2008-2012","Male","Disengaged","Number","Disengaged Youth",37
"Branford","0900907310","2008-2012","Male","Disengaged","Number","Margins of Error",48.37
"Branford","0900907310","2008-2012","Male","Disengaged","Percent","Disengaged Youth",7.09
"Branford","0900907310","2008-2012","Male","Disengaged","Percent","Margins of Error",0.09
"Branford","0900907310","2009-2013","Total","Total","Number","Disengaged Youth",1142
"Branford","0900907310","2009-2013","Total","Total","Number","Margins of Error",222
"Branford","0900907310","2009-2013","Total","Engaged","Number","Disengaged Youth",1115
"Branford","0900907310","2009-2013","Total","Engaged","Number","Margins of Error",214
"Branford","0900907310","2009-2013","Total","Engaged","Percent","Disengaged Youth",97.64
"Branford","0900907310","2009-2013","Total","Engaged","Percent","Margins of Error",0.27
"Branford","0900907310","2009-2013","Total","Disengaged","Number","Disengaged Youth",27
"Branford","0900907310","2009-2013","Total","Disengaged","Number","Margins of Error",71.78
"Branford","0900907310","2009-2013","Total","Disengaged","Percent","Disengaged Youth",2.36
"Branford","0900907310","2009-2013","Total","Disengaged","Percent","Margins of Error",0.06
"Branford","0900907310","2009-2013","Female","Total","Number","Disengaged Youth",613
"Branford","0900907310","2009-2013","Female","Total","Number","Margins of Error",153
"Branford","0900907310","2009-2013","Female","Engaged","Number","Disengaged Youth",613
"Branford","0900907310","2009-2013","Female","Engaged","Number","Margins of Error",156.13
"Branford","0900907310","2009-2013","Female","Engaged","Percent","Disengaged Youth",100
"Branford","0900907310","2009-2013","Female","Engaged","Percent","Margins of Error",0.36
"Branford","0900907310","2009-2013","Female","Disengaged","Number","Disengaged Youth",0
"Branford","0900907310","2009-2013","Female","Disengaged","Number","Margins of Error",44
"Branford","0900907310","2009-2013","Female","Disengaged","Percent","Disengaged Youth",0
"Branford","0900907310","2009-2013","Female","Disengaged","Percent","Margins of Error",0.07
"Branford","0900907310","2009-2013","Male","Total","Number","Disengaged Youth",529
"Branford","0900907310","2009-2013","Male","Total","Number","Margins of Error",148
"Branford","0900907310","2009-2013","Male","Engaged","Number","Disengaged Youth",502
"Branford","0900907310","2009-2013","Male","Engaged","Number","Margins of Error",146.35
"Branford","0900907310","2009-2013","Male","Engaged","Percent","Disengaged Youth",94.9
"Branford","0900907310","2009-2013","Male","Engaged","Percent","Margins of Error",0.38
"Branford","0900907310","2009-2013","Male","Disengaged","Number","Disengaged Youth",27
"Branford","0900907310","2009-2013","Male","Disengaged","Number","Margins of Error",56.71
"Branford","0900907310","2009-2013","Male","Disengaged","Percent","Disengaged Youth",5.1
"Branford","0900907310","2009-2013","Male","Disengaged","Percent","Margins of Error",0.11
"Branford","0900907310","2010-2014","Total","Total","Number","Disengaged Youth",1209
"Branford","0900907310","2010-2014","Total","Total","Number","Margins of Error",212
"Branford","0900907310","2010-2014","Total","Engaged","Number","Disengaged Youth",1158
"Branford","0900907310","2010-2014","Total","Engaged","Number","Margins of Error",214.95
"Branford","0900907310","2010-2014","Total","Engaged","Percent","Disengaged Youth",95.78
"Branford","0900907310","2010-2014","Total","Engaged","Percent","Margins of Error",0.24
"Branford","0900907310","2010-2014","Total","Disengaged","Number","Disengaged Youth",51
"Branford","0900907310","2010-2014","Total","Disengaged","Number","Margins of Error",87.25
"Branford","0900907310","2010-2014","Total","Disengaged","Percent","Disengaged Youth",4.22
"Branford","0900907310","2010-2014","Total","Disengaged","Percent","Margins of Error",0.07
"Branford","0900907310","2010-2014","Female","Total","Number","Disengaged Youth",688
"Branford","0900907310","2010-2014","Female","Total","Number","Margins of Error",145
"Branford","0900907310","2010-2014","Female","Engaged","Number","Disengaged Youth",688
"Branford","0900907310","2010-2014","Female","Engaged","Number","Margins of Error",148.3
"Branford","0900907310","2010-2014","Female","Engaged","Percent","Disengaged Youth",100
"Branford","0900907310","2010-2014","Female","Engaged","Percent","Margins of Error",0.3
"Branford","0900907310","2010-2014","Female","Disengaged","Number","Disengaged Youth",0
"Branford","0900907310","2010-2014","Female","Disengaged","Number","Margins of Error",44
"Branford","0900907310","2010-2014","Female","Disengaged","Percent","Disengaged Youth",0
"Branford","0900907310","2010-2014","Female","Disengaged","Percent","Margins of Error",0.06
"Branford","0900907310","2010-2014","Male","Total","Number","Disengaged Youth",521
"Branford","0900907310","2010-2014","Male","Total","Number","Margins of Error",167
"Branford","0900907310","2010-2014","Male","Engaged","Number","Disengaged Youth",470
"Branford","0900907310","2010-2014","Male","Engaged","Number","Margins of Error",155.59
"Branford","0900907310","2010-2014","Male","Engaged","Percent","Disengaged Youth",90.21
"Branford","0900907310","2010-2014","Male","Engaged","Percent","Margins of Error",0.42
"Branford","0900907310","2010-2014","Male","Disengaged","Number","Disengaged Youth",51
"Branford","0900907310","2010-2014","Male","Disengaged","Number","Margins of Error",75.35
"Branford","0900907310","2010-2014","Male","Disengaged","Percent","Disengaged Youth",9.79
"Branford","0900907310","2010-2014","Male","Disengaged","Percent","Margins of Error",0.15
"Branford","0900907310","2011-2015","Total","Total","Number","Disengaged Youth",1214
"Branford","0900907310","2011-2015","Total","Total","Number","Margins of Error",263
"Branford","0900907310","2011-2015","Total","Engaged","Number","Disengaged Youth",1159
"Branford","0900907310","2011-2015","Total","Engaged","Number","Margins of Error",244.17
"Branford","0900907310","2011-2015","Total","Engaged","Percent","Disengaged Youth",95.47
"Branford","0900907310","2011-2015","Total","Engaged","Percent","Margins of Error",0.29
"Branford","0900907310","2011-2015","Total","Disengaged","Number","Disengaged Youth",55
"Branford","0900907310","2011-2015","Total","Disengaged","Number","Margins of Error",91.81
"Branford","0900907310","2011-2015","Total","Disengaged","Percent","Disengaged Youth",4.53
"Branford","0900907310","2011-2015","Total","Disengaged","Percent","Margins of Error",0.08
"Branford","0900907310","2011-2015","Female","Total","Number","Disengaged Youth",629
"Branford","0900907310","2011-2015","Female","Total","Number","Margins of Error",177
"Branford","0900907310","2011-2015","Female","Engaged","Number","Disengaged Youth",629
"Branford","0900907310","2011-2015","Female","Engaged","Number","Margins of Error",174.02
"Branford","0900907310","2011-2015","Female","Engaged","Percent","Disengaged Youth",100
"Branford","0900907310","2011-2015","Female","Engaged","Percent","Margins of Error",0.39
"Branford","0900907310","2011-2015","Female","Disengaged","Number","Disengaged Youth",0
"Branford","0900907310","2011-2015","Female","Disengaged","Number","Margins of Error",44
"Branford","0900907310","2011-2015","Female","Disengaged","Percent","Disengaged Youth",0
"Branford","0900907310","2011-2015","Female","Disengaged","Percent","Margins of Error",0.07
"Branford","0900907310","2011-2015","Male","Total","Number","Disengaged Youth",585
"Branford","0900907310","2011-2015","Male","Total","Number","Margins of Error",185
"Branford","0900907310","2011-2015","Male","Engaged","Number","Disengaged Youth",530
"Branford","0900907310","2011-2015","Male","Engaged","Number","Margins of Error",171.28
"Branford","0900907310","2011-2015","Male","Engaged","Percent","Disengaged Youth",90.6
"Branford","0900907310","2011-2015","Male","Engaged","Percent","Margins of Error",0.41
"Branford","0900907310","2011-2015","Male","Disengaged","Number","Disengaged Youth",55
"Branford","0900907310","2011-2015","Male","Disengaged","Number","Margins of Error",80.58
"Branford","0900907310","2011-2015","Male","Disengaged","Percent","Disengaged Youth",9.4
"Branford","0900907310","2011-2015","Male","Disengaged","Percent","Margins of Error",0.14
"Branford","0900907310","2012-2016","Total","Total","Number","Disengaged Youth",1363
"Branford","0900907310","2012-2016","Total","Total","Number","Margins of Error",270
"Branford","0900907310","2012-2016","Total","Engaged","Number","Disengaged Youth",1289
"Branford","0900907310","2012-2016","Total","Engaged","Number","Margins of Error",256
"Branford","0900907310","2012-2016","Total","Engaged","Percent","Disengaged Youth",94.57
"Branford","0900907310","2012-2016","Total","Engaged","Percent","Margins of Error",0.27
"Branford","0900907310","2012-2016","Total","Disengaged","Number","Disengaged Youth",74
"Branford","0900907310","2012-2016","Total","Disengaged","Number","Margins of Error",109.71
"Branford","0900907310","2012-2016","Total","Disengaged","Percent","Disengaged Youth",5.43
"Branford","0900907310","2012-2016","Total","Disengaged","Percent","Margins of Error",0.08
"Branford","0900907310","2012-2016","Female","Total","Number","Disengaged Youth",717
"Branford","0900907310","2012-2016","Female","Total","Number","Margins of Error",183
"Branford","0900907310","2012-2016","Female","Engaged","Number","Disengaged Youth",717
"Branford","0900907310","2012-2016","Female","Engaged","Number","Margins of Error",184.73
"Branford","0900907310","2012-2016","Female","Engaged","Percent","Disengaged Youth",100
"Branford","0900907310","2012-2016","Female","Engaged","Percent","Margins of Error",0.36
"Branford","0900907310","2012-2016","Female","Disengaged","Number","Disengaged Youth",0
"Branford","0900907310","2012-2016","Female","Disengaged","Number","Margins of Error",44
"Branford","0900907310","2012-2016","Female","Disengaged","Percent","Disengaged Youth",0
"Branford","0900907310","2012-2016","Female","Disengaged","Percent","Margins of Error",0.06
"Branford","0900907310","2012-2016","Male","Total","Number","Disengaged Youth",646
"Branford","0900907310","2012-2016","Male","Total","Number","Margins of Error",192
"Branford","0900907310","2012-2016","Male","Engaged","Number","Disengaged Youth",572
"Branford","0900907310","2012-2016","Male","Engaged","Number","Margins of Error",177.23
"Branford","0900907310","2012-2016","Male","Engaged","Percent","Disengaged Youth",88.54
"Branford","0900907310","2012-2016","Male","Engaged","Percent","Margins of Error",0.38
"Branford","0900907310","2012-2016","Male","Disengaged","Number","Disengaged Youth",74
"Branford","0900907310","2012-2016","Male","Disengaged","Number","Margins of Error",100.5
"Branford","0900907310","2012-2016","Male","Disengaged","Percent","Disengaged Youth",11.46
"Branford","0900907310","2012-2016","Male","Disengaged","Percent","Margins of Error",0.16
"Branford","0900907310","2013-2017","Total","Total","Number","Disengaged Youth",1258
"Branford","0900907310","2013-2017","Total","Total","Number","Margins of Error",291
"Branford","0900907310","2013-2017","Total","Engaged","Number","Disengaged Youth",1175
"Branford","0900907310","2013-2017","Total","Engaged","Number","Margins of Error",264.68
"Branford","0900907310","2013-2017","Total","Engaged","Percent","Disengaged Youth",93.4
"Branford","0900907310","2013-2017","Total","Engaged","Percent","Margins of Error",0.3
"Branford","0900907310","2013-2017","Total","Disengaged","Number","Disengaged Youth",83
"Branford","0900907310","2013-2017","Total","Disengaged","Number","Margins of Error",104.14
"Branford","0900907310","2013-2017","Total","Disengaged","Percent","Disengaged Youth",6.6
"Branford","0900907310","2013-2017","Total","Disengaged","Percent","Margins of Error",0.08
"Branford","0900907310","2013-2017","Female","Total","Number","Disengaged Youth",680
"Branford","0900907310","2013-2017","Female","Total","Number","Margins of Error",189
"Branford","0900907310","2013-2017","Female","Engaged","Number","Disengaged Youth",680
"Branford","0900907310","2013-2017","Female","Engaged","Number","Margins of Error",189.38
"Branford","0900907310","2013-2017","Female","Engaged","Percent","Disengaged Youth",100
"Branford","0900907310","2013-2017","Female","Engaged","Percent","Margins of Error",0.39
"Branford","0900907310","2013-2017","Female","Disengaged","Number","Disengaged Youth",0
"Branford","0900907310","2013-2017","Female","Disengaged","Number","Margins of Error",44
"Branford","0900907310","2013-2017","Female","Disengaged","Percent","Disengaged Youth",0
"Branford","0900907310","2013-2017","Female","Disengaged","Percent","Margins of Error",0.06
"Branford","0900907310","2013-2017","Male","Total","Number","Disengaged Youth",578
"Branford","0900907310","2013-2017","Male","Total","Number","Margins of Error",224
"Branford","0900907310","2013-2017","Male","Engaged","Number","Disengaged Youth",495
"Branford","0900907310","2013-2017","Male","Engaged","Number","Margins of Error",184.91
"Branford","0900907310","2013-2017","Male","Engaged","Percent","Disengaged Youth",85.64
"Branford","0900907310","2013-2017","Male","Engaged","Percent","Margins of Error",0.46
"Branford","0900907310","2013-2017","Male","Disengaged","Number","Disengaged Youth",83
"Branford","0900907310","2013-2017","Male","Disengaged","Number","Margins of Error",94.39
"Branford","0900907310","2013-2017","Male","Disengaged","Percent","Disengaged Youth",14.36
"Branford","0900907310","2013-2017","Male","Disengaged","Percent","Margins of Error",0.17
"Bridgeport","0900108070","2006-2010","Total","Total","Number","Disengaged Youth",9065
"Bridgeport","0900108070","2006-2010","Total","Total","Number","Margins of Error",695
"Bridgeport","0900108070","2006-2010","Total","Engaged","Number","Disengaged Youth",7947
"Bridgeport","0900108070","2006-2010","Total","Engaged","Number","Margins of Error",618.52
"Bridgeport","0900108070","2006-2010","Total","Engaged","Percent","Disengaged Youth",87.67
"Bridgeport","0900108070","2006-2010","Total","Engaged","Percent","Margins of Error",0.1
"Bridgeport","0900108070","2006-2010","Total","Disengaged","Number","Disengaged Youth",1118
"Bridgeport","0900108070","2006-2010","Total","Disengaged","Number","Margins of Error",247.12
"Bridgeport","0900108070","2006-2010","Total","Disengaged","Percent","Disengaged Youth",12.33
"Bridgeport","0900108070","2006-2010","Total","Disengaged","Percent","Margins of Error",0.03
"Bridgeport","0900108070","2006-2010","Female","Total","Number","Disengaged Youth",4304
"Bridgeport","0900108070","2006-2010","Female","Total","Number","Margins of Error",487
"Bridgeport","0900108070","2006-2010","Female","Engaged","Number","Disengaged Youth",3785
"Bridgeport","0900108070","2006-2010","Female","Engaged","Number","Margins of Error",480.71
"Bridgeport","0900108070","2006-2010","Female","Engaged","Percent","Disengaged Youth",87.94
"Bridgeport","0900108070","2006-2010","Female","Engaged","Percent","Margins of Error",0.15
"Bridgeport","0900108070","2006-2010","Female","Disengaged","Number","Disengaged Youth",519
"Bridgeport","0900108070","2006-2010","Female","Disengaged","Number","Margins of Error",182.28
"Bridgeport","0900108070","2006-2010","Female","Disengaged","Percent","Disengaged Youth",12.06
"Bridgeport","0900108070","2006-2010","Female","Disengaged","Percent","Margins of Error",0.04
"Bridgeport","0900108070","2006-2010","Male","Total","Number","Disengaged Youth",4761
"Bridgeport","0900108070","2006-2010","Male","Total","Number","Margins of Error",391
"Bridgeport","0900108070","2006-2010","Male","Engaged","Number","Disengaged Youth",4162
"Bridgeport","0900108070","2006-2010","Male","Engaged","Number","Margins of Error",389.2
"Bridgeport","0900108070","2006-2010","Male","Engaged","Percent","Disengaged Youth",87.42
"Bridgeport","0900108070","2006-2010","Male","Engaged","Percent","Margins of Error",0.11
"Bridgeport","0900108070","2006-2010","Male","Disengaged","Number","Disengaged Youth",599
"Bridgeport","0900108070","2006-2010","Male","Disengaged","Number","Margins of Error",166.86
"Bridgeport","0900108070","2006-2010","Male","Disengaged","Percent","Disengaged Youth",12.58
"Bridgeport","0900108070","2006-2010","Male","Disengaged","Percent","Margins of Error",0.04
"Bridgeport","0900108070","2007-2011","Total","Total","Number","Disengaged Youth",8959
"Bridgeport","0900108070","2007-2011","Total","Total","Number","Margins of Error",588
"Bridgeport","0900108070","2007-2011","Total","Engaged","Number","Disengaged Youth",7698
"Bridgeport","0900108070","2007-2011","Total","Engaged","Number","Margins of Error",564.73
"Bridgeport","0900108070","2007-2011","Total","Engaged","Percent","Disengaged Youth",85.92
"Bridgeport","0900108070","2007-2011","Total","Engaged","Percent","Margins of Error",0.08
"Bridgeport","0900108070","2007-2011","Total","Disengaged","Number","Disengaged Youth",1261
"Bridgeport","0900108070","2007-2011","Total","Disengaged","Number","Margins of Error",251.27
"Bridgeport","0900108070","2007-2011","Total","Disengaged","Percent","Disengaged Youth",14.08
"Bridgeport","0900108070","2007-2011","Total","Disengaged","Percent","Margins of Error",0.03
"Bridgeport","0900108070","2007-2011","Female","Total","Number","Disengaged Youth",4118
"Bridgeport","0900108070","2007-2011","Female","Total","Number","Margins of Error",380
"Bridgeport","0900108070","2007-2011","Female","Engaged","Number","Disengaged Youth",3671
"Bridgeport","0900108070","2007-2011","Female","Engaged","Number","Margins of Error",380.54
"Bridgeport","0900108070","2007-2011","Female","Engaged","Percent","Disengaged Youth",89.15
"Bridgeport","0900108070","2007-2011","Female","Engaged","Percent","Margins of Error",0.12
"Bridgeport","0900108070","2007-2011","Female","Disengaged","Number","Disengaged Youth",447
"Bridgeport","0900108070","2007-2011","Female","Disengaged","Number","Margins of Error",164.12
"Bridgeport","0900108070","2007-2011","Female","Disengaged","Percent","Disengaged Youth",10.85
"Bridgeport","0900108070","2007-2011","Female","Disengaged","Percent","Margins of Error",0.04
"Bridgeport","0900108070","2007-2011","Male","Total","Number","Disengaged Youth",4841
"Bridgeport","0900108070","2007-2011","Male","Total","Number","Margins of Error",412
"Bridgeport","0900108070","2007-2011","Male","Engaged","Number","Disengaged Youth",4027
"Bridgeport","0900108070","2007-2011","Male","Engaged","Number","Margins of Error",417.26
"Bridgeport","0900108070","2007-2011","Male","Engaged","Percent","Disengaged Youth",83.19
"Bridgeport","0900108070","2007-2011","Male","Engaged","Percent","Margins of Error",0.11
"Bridgeport","0900108070","2007-2011","Male","Disengaged","Number","Disengaged Youth",814
"Bridgeport","0900108070","2007-2011","Male","Disengaged","Number","Margins of Error",190.28
"Bridgeport","0900108070","2007-2011","Male","Disengaged","Percent","Disengaged Youth",16.81
"Bridgeport","0900108070","2007-2011","Male","Disengaged","Percent","Margins of Error",0.04
"Bridgeport","0900108070","2008-2012","Total","Total","Number","Disengaged Youth",8612
"Bridgeport","0900108070","2008-2012","Total","Total","Number","Margins of Error",579
"Bridgeport","0900108070","2008-2012","Total","Engaged","Number","Disengaged Youth",7473
"Bridgeport","0900108070","2008-2012","Total","Engaged","Number","Margins of Error",541.87
"Bridgeport","0900108070","2008-2012","Total","Engaged","Percent","Disengaged Youth",86.77
"Bridgeport","0900108070","2008-2012","Total","Engaged","Percent","Margins of Error",0.09
"Bridgeport","0900108070","2008-2012","Total","Disengaged","Number","Disengaged Youth",1139
"Bridgeport","0900108070","2008-2012","Total","Disengaged","Number","Margins of Error",244.11
"Bridgeport","0900108070","2008-2012","Total","Disengaged","Percent","Disengaged Youth",13.23
"Bridgeport","0900108070","2008-2012","Total","Disengaged","Percent","Margins of Error",0.03
"Bridgeport","0900108070","2008-2012","Female","Total","Number","Disengaged Youth",4230
"Bridgeport","0900108070","2008-2012","Female","Total","Number","Margins of Error",383
"Bridgeport","0900108070","2008-2012","Female","Engaged","Number","Disengaged Youth",3826
"Bridgeport","0900108070","2008-2012","Female","Engaged","Number","Margins of Error",361.89
"Bridgeport","0900108070","2008-2012","Female","Engaged","Percent","Disengaged Youth",90.45
"Bridgeport","0900108070","2008-2012","Female","Engaged","Percent","Margins of Error",0.12
"Bridgeport","0900108070","2008-2012","Female","Disengaged","Number","Disengaged Youth",404
"Bridgeport","0900108070","2008-2012","Female","Disengaged","Number","Margins of Error",150.93
"Bridgeport","0900108070","2008-2012","Female","Disengaged","Percent","Disengaged Youth",9.55
"Bridgeport","0900108070","2008-2012","Female","Disengaged","Percent","Margins of Error",0.04
"Bridgeport","0900108070","2008-2012","Male","Total","Number","Disengaged Youth",4382
"Bridgeport","0900108070","2008-2012","Male","Total","Number","Margins of Error",427
"Bridgeport","0900108070","2008-2012","Male","Engaged","Number","Disengaged Youth",3647
"Bridgeport","0900108070","2008-2012","Male","Engaged","Number","Margins of Error",403.31
"Bridgeport","0900108070","2008-2012","Male","Engaged","Percent","Disengaged Youth",83.23
"Bridgeport","0900108070","2008-2012","Male","Engaged","Percent","Margins of Error",0.12
"Bridgeport","0900108070","2008-2012","Male","Disengaged","Number","Disengaged Youth",735
"Bridgeport","0900108070","2008-2012","Male","Disengaged","Number","Margins of Error",191.86
"Bridgeport","0900108070","2008-2012","Male","Disengaged","Percent","Disengaged Youth",16.77
"Bridgeport","0900108070","2008-2012","Male","Disengaged","Percent","Margins of Error",0.05
"Bridgeport","0900108070","2009-2013","Total","Total","Number","Disengaged Youth",8730
"Bridgeport","0900108070","2009-2013","Total","Total","Number","Margins of Error",560
"Bridgeport","0900108070","2009-2013","Total","Engaged","Number","Disengaged Youth",7541
"Bridgeport","0900108070","2009-2013","Total","Engaged","Number","Margins of Error",536.8
"Bridgeport","0900108070","2009-2013","Total","Engaged","Percent","Disengaged Youth",86.38
"Bridgeport","0900108070","2009-2013","Total","Engaged","Percent","Margins of Error",0.08
"Bridgeport","0900108070","2009-2013","Total","Disengaged","Number","Disengaged Youth",1189
"Bridgeport","0900108070","2009-2013","Total","Disengaged","Number","Margins of Error",255.66
"Bridgeport","0900108070","2009-2013","Total","Disengaged","Percent","Disengaged Youth",13.62
"Bridgeport","0900108070","2009-2013","Total","Disengaged","Percent","Margins of Error",0.03
"Bridgeport","0900108070","2009-2013","Female","Total","Number","Disengaged Youth",4308
"Bridgeport","0900108070","2009-2013","Female","Total","Number","Margins of Error",390
"Bridgeport","0900108070","2009-2013","Female","Engaged","Number","Disengaged Youth",3900
"Bridgeport","0900108070","2009-2013","Female","Engaged","Number","Margins of Error",367.98
"Bridgeport","0900108070","2009-2013","Female","Engaged","Percent","Disengaged Youth",90.53
"Bridgeport","0900108070","2009-2013","Female","Engaged","Percent","Margins of Error",0.12
"Bridgeport","0900108070","2009-2013","Female","Disengaged","Number","Disengaged Youth",408
"Bridgeport","0900108070","2009-2013","Female","Disengaged","Number","Margins of Error",171.04
"Bridgeport","0900108070","2009-2013","Female","Disengaged","Percent","Disengaged Youth",9.47
"Bridgeport","0900108070","2009-2013","Female","Disengaged","Percent","Margins of Error",0.04
"Bridgeport","0900108070","2009-2013","Male","Total","Number","Disengaged Youth",4422
"Bridgeport","0900108070","2009-2013","Male","Total","Number","Margins of Error",389
"Bridgeport","0900108070","2009-2013","Male","Engaged","Number","Disengaged Youth",3641
"Bridgeport","0900108070","2009-2013","Male","Engaged","Number","Margins of Error",390.82
"Bridgeport","0900108070","2009-2013","Male","Engaged","Percent","Disengaged Youth",82.34
"Bridgeport","0900108070","2009-2013","Male","Engaged","Percent","Margins of Error",0.11
"Bridgeport","0900108070","2009-2013","Male","Disengaged","Number","Disengaged Youth",781
"Bridgeport","0900108070","2009-2013","Male","Disengaged","Number","Margins of Error",190.01
"Bridgeport","0900108070","2009-2013","Male","Disengaged","Percent","Disengaged Youth",17.66
